---	sample++thetestproject	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++A conceptual and experiential new media arts project using projection for live++performances and installations.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>		O'Reilly Media++'The TEST; Project'	O'Reilly Media++'The TEST; Project'	'20190000'++'20200926'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/TheTESTProject/TheTESTProject-top-54		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/TheTESTProject/TheTESTProject-left-62++projects/TheTESTProject/TheTESTProject-left-63++projects/TheTESTProject/TheTESTProject-right-56++projects/TheTESTProject/TheTESTProject-right-59++projects/TheTESTProject/TheTESTProject-right-60++projects/TheTESTProject/TheTESTProject-right-58++projects/TheTESTProject/TheTESTProject-right-55++projects/TheTESTProject/TheTESTProject-right-57++projects/TheTESTProject/TheTESTProject-right-61		####	artist	Unused	Project, I created live, computer-controlled sight,++sound, and spatial experiences. These involved immersive multi-screen++projections that surrounded the audience.++++++The primary driving medium was standard 2x2 slides. I used slide projectors++instead of video projectors to create a mechanical zoetrope that would play++short sequences of animation with quarter-second intervals. The animations++were shot using a 35-millimeter camera with a motor wind. Slides were loaded++into the slide projector in the same order and played in looping fashion. It++was a computer-controlled system, which allowed me to manipulate the++projectors, up to 32 at a time, through a digital control panel. I would use++up to 10 screens for a single performance. Video projection would also be a++component.++++++The purpose of the test project was to explore how memories are recalled in a++fabricated or fractured fashion. Rarely do we remember things as a continuous++stream of events. It's usually small moments. Moments filled with feeling.++Moments filled with fluttering details.++++++I was also exploring the possibility of implanted memories. By using iconic,++generic, and agnostic imagery that would relate to broad experiences, I aimed++to trigger memories in the viewer.	/projects/TheTESTProject	TheTESTProject			'The TEST; Project'	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	detail_images	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++transcinema	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++An International New Media Festival Based in San Francisco.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>++Transcinema existed to create an audience and appreciation for a global group++of new media artists. The emerging new digital media were an acquired taste,++and many traditional art spaces weren't recognizing the importance of this new++genre. Transcinema was a means to educate the public about digital++experiences, and the contemplations these experiences can evoke.++++++The emergence of new media was inspiring creative works. Transcinema intended++to bring together a worldwide collection of artists who were working in++similar media.++++++In order to foster universal recognition of this work, Transcinema sought to++bring those artists together and create an audience with understanding and++appreciation for new media artworks.		O'Reilly Media++Transcinema	O'Reilly Media++Self	'20190000'++'20200926'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++placehoders/GeoHex-bg07_vtenlp		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++placehoders/GeoHex-bg07_vtenlp++placehoders/GeoHex-bg07_vtenlp++placehoders/GeoHex-bg07_vtenlp++project-left-40.jpg++project-left-41.jpg++project-right-33.jpg++project-right-35.jpg		####	artist	Unused		/placehoders	null		Project Type		Transcinema	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++voicebase	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Engineer	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++Worked as a software engineer with a team to create two products for a voice++recognition startup.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>++As a software engineer at VoiceBase, a startup that works with voice++recognition and AI analytics for call centers, I was responsible for creating++a visual transcription player. This audio player would play through an audio++recording and highlight the words in a written AI-generated transcript. The++player was the only front-end for what was almost entirely an API voice++recognition and voice analytics service.++++++I worked with the team to create a developer portal to add to the company++offering that would give further visual control to developers for the API. The++motivation was also to allow upper management, which is not familiar with an++API system's inner workings, to visualize and understand VoiceBase's product++and to create visualization tools for a non-technical audience.		O'Reilly Media++Voicebase	O'Reilly Media++Voicebase	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/Voicebase/Voicebase-top-34		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/Voicebase/Voicebase-left-40++projects/Voicebase/Voicebase-left-41++projects/Voicebase/Voicebase-right-38++projects/Voicebase/Voicebase-right-33++projects/Voicebase/Voicebase-right-39++projects/Voicebase/Voicebase-right-35++projects/Voicebase/Voicebase-right-36++projects/Voicebase/Voicebase-right-37++projects/Voicebase/Voicebase-right-129		####	designer	Unused	/projects/Voicebase	Voicebase		Digital Production		Developer Portal and Player	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++wantedsanta	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++An interactive microsite for playing Santa, getting arrested, and letting all++your friends know.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>++Wanted Santa was a creation for ESET, a European online security company.++++++Wanted Santa allowed you to get arrested, have your mugshot taken, write a++message, and then share it freely with your friends. It was a fun Flash-based++microsite that incorporated features such as the ability to upload your photo++to customize the message written on the picture and then forward it as a++single JPEG image to multiple friends.++++++Because ESET was a reasonably large company, we built the system to handle a++massive load of users using load-balancing technology.		O'Reilly Media++ESET	O'Reilly Media++Teak Motion Digital	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/WantedSanta/WantedSanta-top-201		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3		####	engineer	Unused	/projects/WantedSanta	WantedSanta	[]	Project Type	[]	'ESET Interactive Holliday Promo '	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++wineries	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++|++Development of various websites for Napa based wineries.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>++I built a number of websites for the niche market that is Napa wineries. Napa++is a very close community, and several companies focus almost entirely on++producing websites for the wineries.++++++For these projects, I translated Photoshop designs supplied by these firms++into HTML, CSS, and Flash.		O'Reilly Media++Various	O'Reilly Media++Various	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/Wineries/Wineries-top-15		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/Wineries/Wineries-right-11++projects/Wineries/Wineries-right-10++projects/Wineries/Wineries-right-12++projects/Wineries/Wineries-right-09++projects/Wineries/Wineries-right-08++projects/Wineries/Wineries-right-13++projects/Wineries/Wineries-right-07++projects/Wineries/Wineries-right-14		####	engineer	Unused	/projects/Wineries	Wineries	[]	Project Type		Websites for Napa Websites	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++zephyros	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++Directed and produced a fully non-linear interactive presentation for a++prototype product created through a partnership between IDEO and Intel.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>++Fully produced in-house by Gregory Cowley Studios, the Zephyros presentation++was a project initiated by the Intel mobile platforms group. It involved++prototype products produced in collaboration with IDEO.++++++The prototypes were portable electronics foreshadowing the coming of the++iPhone and the iPad. Items that we now take for granted as universal mobile++technology. The Zephyros project included an interactive presentation that++showed the use of hypothetical products in context. Vignettes of different++countries around the world were simulated. The presentation took the audience++from Beijing to Seoul, to San Francisco, Sao Paulo, Munich, and New Delhi.++++++The presentation starred a range of users from business professionals to++students, backpackers, travelers, and ordinary people. Zephyros was meant to++show how these products can be integrated into everyday life and to show how++the products could enhance work and life experiences.		O'Reilly Media++Intel	O'Reilly Media++Intel	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/Zephyros/Zephyros-top-31		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/Zephyros/Zephyros-right-30++projects/Zephyros/Zephyros-right-28++projects/Zephyros/Zephyros-right-27++projects/Zephyros/Zephyros-right-29++projects/Zephyros/Zephyros-right-32++projects/Zephyros/Zephyros-right-24++projects/Zephyros/Zephyros-right-26++projects/Zephyros/Zephyros-right-25		####	designer	Unused	/projects/Zephyros	Zephyros	[]	Project Type		Intel Mobile Platform Group - Zephyros	Component
